run_name,script,wake_model,seed,iteration,phase,AEP [GWh],elapsed_sec,wd_step_deg,n_wd,ws
SS_seed1,ResultsSS,NOJ,1,225,Two-step,72.96171066445217,8955.924672899942,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,226,Two-step,72.96171066445217,8980.420005500026,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,227,Two-step,72.96171066445217,9004.921189599962,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,228,Two-step,72.96171066445217,9029.938708599948,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,229,Two-step,72.9796211922006,9062.164629099949,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,230,Two-step,72.9796211922006,9090.895934099972,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,231,Two-step,72.98114663181411,9117.78677299997,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,232,Two-step,72.98114663181411,9146.105549000029,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,233,Two-step,72.98114663181411,9172.31259409996,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,234,Two-step,72.98114663181411,9215.199191000022,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,235,Two-step,72.98611690807229,9257.506615900027,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,236,Two-step,72.98611690807229,9306.760180199926,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,237,Two-step,72.98611690807229,9358.499768599926,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,238,Two-step,72.98611690807229,9401.829730299942,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,239,Two-step,72.98611690807229,9442.625249199977,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,240,Two-step,72.98611690807229,9481.417274799955,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,241,Two-step,72.98611690807229,9525.930002700014,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,242,Two-step,72.98611690807229,9567.169272299914,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,243,Two-step,72.98611690807229,9611.474649299926,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,244,Two-step,72.98611690807229,9646.700568499917,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,245,Two-step,72.98611690807229,9675.196820500016,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,246,Two-step,72.98611690807229,9698.541027700005,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,247,Two-step,72.98611690807229,9727.913353800017,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,248,Two-step,72.98611690807229,9759.602213100006,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,249,Two-step,72.98666737889559,9789.24846819992,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,250,Two-step,72.98666737889559,9815.325988899975,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,251,Two-step,72.98666737889559,9854.460129799962,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,252,Two-step,72.98666737889559,9893.910603999917,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,253,Two-step,72.98666737889559,9940.313015800028,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,254,Two-step,72.98666737889559,9976.380699199915,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,255,Two-step,72.98666737889559,10013.856288599956,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,256,Two-step,72.98666737889559,10054.103750599956,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,257,Two-step,72.98666737889559,10094.63329139998,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,258,Two-step,72.98666737889559,10135.509715799999,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,259,Two-step,72.98666737889559,10171.860479299969,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,260,Two-step,72.98869181662079,10215.427294499998,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,261,Two-step,72.98869181662079,10256.841746499937,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,262,Two-step,72.98869181662079,10297.326355699974,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,263,Two-step,72.98869181662079,10339.11410559999,10,36,9.6
